province_territory,municipality,source_class,canbics_class,street_view_url
qc,longueuil,bande cyclable (unidirectionnelle),painted_bike_lane,"https://www.google.com/maps/@45.5273033,-73.484615,3a,75y,102.24h,68.08t/data=!3m6!1e1!3m4!1sZJ0FA5aQa0fE7uJw4A8VpA!2e0!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
qc,longueuil,chaussée désignée,shared_roadway,"https://www.google.com/maps/@45.4948494,-73.4730761,3a,75y,207.52h,71.08t/data=!3m7!1e1!3m5!1s__NlUX8WqujNjfTjWIY2eA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D__NlUX8WqujNjfTjWIY2eA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D60.831936%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
bc,maple_ridge,separated bike lane,cycle_track,"https://www.google.com/maps/@49.2349766,-122.6140363,3a,41.3y,295.64h,90.74t/data=!3m6!1e1!3m4!1sb6vBD_1-P64HvIJgfrw58A!2e0!7i16384!8i8192?entry=ttu"
bc,maple_ridge,dyke path,gravel_trail,"https://www.google.com/maps/@49.23518,-122.6335931,3a,75y,350.26h,78.56t/data=!3m6!1e1!3m4!1s7z34wIgadYT7bFY0wTDj-A!2e0!7i13312!8i6656?entry=ttu"
bc,maple_ridge,bike lane,painted_bike_lane,"https://www.google.com/maps/@49.2329024,-122.6481251,3a,72.7y,296.37h,94.31t/data=!3m6!1e1!3m4!1szW3UXQhU6EpVTIyoPE8vFg!2e0!7i16384!8i8192?entry=ttu"
bc,maple_ridge,shared road bikeway,shared_roadway,"https://www.google.com/maps/@49.2262787,-122.6529019,3a,75y,77.72h,75.72t/data=!3m6!1e1!3m4!1sSvK-vSMWYfHUNL1Rmd0w6Q!2e0!7i16384!8i8192?entry=ttu"
on,markham,bike lane & shared parking,major_shared_roadway,"https://www.google.com/maps/@43.8828771,-79.2125621,3a,75y,253.61h,90t/data=!3m7!1e1!3m5!1sfNJeb4FamfO97JFNE6GXQw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DfNJeb4FamfO97JFNE6GXQw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D253.61307%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,markham,paved shoulder,major_shared_roadway,"https://www.google.com/maps/@43.9162213,-79.3210878,3a,75y,74.44h,81.99t/data=!3m7!1e1!3m5!1sKitRISvbDl2choup6F6jzQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DKitRISvbDl2choup6F6jzQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D162.57619%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,markham,shared roadway with urban shoulder,major_shared_roadway,"https://www.google.com/maps/place/30+Lockridge+Ave,+Markham,+ON+L3R+7S5/@43.8696873,-79.342198,3a,75y,162.19h,81.2t/data=!3m7!1e1!3m5!1sdCC8-nW62reNN0AwnO3zng!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DdCC8-nW62reNN0AwnO3zng%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D270.84262%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x89d4d504464ba159:0xc3e4a673d31e8d6b!2s30+Lockridge+Ave,+Markham,+ON+L3R+7S5!3b1!8m2!3d43.8696955!4d-79.3425292!16s%2Fg%2F11c4n7w953!3m5!1s0x89d4d504464ba159:0xc3e4a673d31e8d6b!8m2!3d43.8696955!4d-79.3425292!16s%2Fg%2F11c4n7w953?entry=ttu"
on,markham,shared roadway,major_shared_roadway,"https://www.google.com/maps/place/565+Carlton+Rd,+Unionville,+ON+L3R+0G2/@43.8708476,-79.3014639,3a,75y,82.46h,79.97t/data=!3m7!1e1!3m5!1sUJ7cl6BnUMQ3tdNcbgiGeg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DUJ7cl6BnUMQ3tdNcbgiGeg%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D185.9845%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x89d4d5c532a8dd53:0x5ab89f55c57f3ca2!2s565+Carlton+Rd,+Unionville,+ON+L3R+0G2!3b1!8m2!3d43.8705915!4d-79.3015065!16s%2Fg%2F11crsk_879!3m5!1s0x89d4d5c532a8dd53:0x5ab89f55c57f3ca2!8m2!3d43.8705915!4d-79.3015065!16s%2Fg%2F11crsk_879?entry=ttu"
on,markham,multi use,multi_use_path,"https://www.google.com/maps/@43.8682409,-79.2707083,3a,75y,81.18h,71.93t/data=!3m7!1e1!3m5!1sjP0sPfccnKeI-vuNQMEeoA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DjP0sPfccnKeI-vuNQMEeoA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D7.471598%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,markham,bike lane,painted_bike_lane,"https://www.google.com/maps/place/61+Rouge+Valley+Dr+W,+Markham,+ON+L6G+0C1/@43.8513404,-79.3301213,3a,75y,42.63h,85.2t/data=!3m7!1e1!3m5!1stIQF3TOEHEW30Hd6FkYK0w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DtIQF3TOEHEW30Hd6FkYK0w%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D90.535484%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x89d4d4598b13888b:0x8c91d0716e97a8a7!2s61+Rouge+Valley+Dr+W,+Markham,+ON+L6G+0C1!3b1!8m2!3d43.8513341!4d-79.3298803!16s%2Fg%2F11c2g07c_x!3m5!1s0x89d4d4598b13888b:0x8c91d0716e97a8a7!8m2!3d43.8513341!4d-79.3298803!16s%2Fg%2F11c2g07c_x?entry=ttu"
on,milton,pedestrian bridge,not_classified,
on,milton,pedestrian bridge ramp,not_classified,
on,milton,pedestrian bridge stairs,not_classified,
on,milton,unmanaged trail,not_classified,
on,milton,swmp trail,gravel_trail,"https://www.google.com/maps/place/771+Reece+Ct,+Milton,+ON+L9T+0X4/@43.4846956,-79.877973,3a,75y,208.42h,96.72t/data=!3m6!1e1!3m4!1s2z3hVgguriMCn1Jltar_Ag!2e0!7i16384!8i8192!4m15!1m8!3m7!1s0x882b657770c3e059:0x73b3b4b9d081aff3!2s771+Reece+Ct,+Milton,+ON+L9T+0X4!3b1!8m2!3d43.4844851!4d-79.8777051!16s%2Fg%2F11c4y10rw5!3m5!1s0x882b657770c3e059:0x73b3b4b9d081aff3!8m2!3d43.4844851!4d-79.8777051!16s%2Fg%2F11c4y10rw5?entry=ttu"
on,milton,trail,multi_use_path,"https://www.google.com/maps/@43.5330969,-79.8477959,3a,75y,300.27h,66.98t/data=!3m7!1e1!3m5!1shy5icHHumfdm7bkKPCyYYg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dhy5icHHumfdm7bkKPCyYYg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D350.29184%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,milton,regional multi-use trail,multi_use_path,"https://www.google.com/maps/@43.5688449,-79.7931651,3a,75y,211.44h,82.18t/data=!3m7!1e1!3m5!1suZMhSDvvEYHvRoe2QFveQA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DuZMhSDvvEYHvRoe2QFveQA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D114.93234%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,milton,park path,multi_use_path,"https://www.google.com/maps/place/1007+Freeman+Trail,+Milton,+ON+L9T+5T3/@43.512679,-79.8348248,3a,75y,136.65h,80.51t/data=!3m7!1e1!3m5!1spuzvg7L7icUhlmShWCfnOw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dpuzvg7L7icUhlmShWCfnOw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D52.60392%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882b6f342fc49d69:0xe61deef93dbb8623!2s1007+Freeman+Trail,+Milton,+ON+L9T+5T3!3b1!8m2!3d43.5127968!4d-79.8346105!16s%2Fg%2F11c5mtpghl!3m5!1s0x882b6f342fc49d69:0xe61deef93dbb8623!8m2!3d43.5127968!4d-79.8346105!16s%2Fg%2F11c5mtpghl?entry=ttu"
on,milton,multi-use trail,multi_use_path,"https://www.google.com/maps/place/6492+Bronte+St.+S,+Milton,+ON+L9T+8E3/@43.4919124,-79.8656143,3a,75y,146.47h,87.09t/data=!3m7!1e1!3m5!1s6VG_8pZXYZ6RY99r0FsNiw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D6VG_8pZXYZ6RY99r0FsNiw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D135.46101%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m13!1m7!3m6!1s0x882b6587732f5039:0x1ae2053826979b51!2s6492+Bronte+St.+S,+Milton,+ON+L9T+8E3!3b1!8m2!3d43.4918226!4d-79.8655643!3m4!1s0x882b6587732f5039:0x1ae2053826979b51!8m2!3d43.4918226!4d-79.8655643?entry=ttu"
on,mississauga,nan,not_classified,
on,mississauga,walkway,not_classified,
on,mississauga,cycle track,cycle_track,"https://www.google.ca/maps/@43.5831785,-79.6221292,3a,75y,232.51h,75.52t/data=!3m6!1e1!3m4!1ssz3pchDokpDGP7S5DdPwhQ!2e0!7i16384!8i8192?entry=ttu"
on,mississauga,shared route - signed,shared_roadway,"https://www.google.com/maps/place/1077+Henley+Rd,+Mississauga,+ON+L4Y+1C8/@43.5924339,-79.577157,3a,75y,64.51h,78.4t/data=!3m7!1e1!3m5!1s4wHjJ4HUqpbgOonxVRF7LA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D4wHjJ4HUqpbgOonxVRF7LA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D327.1119%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882b47c67598cb47:0xbda28d60ef457226!2s1077+Henley+Rd,+Mississauga,+ON+L4Y+1C8!3b1!8m2!3d43.5926245!4d-79.5773105!16s%2Fg%2F11c1b4416y!3m5!1s0x882b47c67598cb47:0xbda28d60ef457226!8m2!3d43.5926245!4d-79.5773105!16s%2Fg%2F11c1b4416y?entry=ttu"
on,mississauga,paved shoulder,major_shared_roadway,"https://www.google.com/maps/place/348+Winston+Churchill+Blvd,+Oakville,+ON+L6J+7X2/@43.4840553,-79.6286019,3a,75y,147.37h,86.19t/data=!3m7!1e1!3m5!1smTWQbu4BPPQcWpBrbREmNg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DmTWQbu4BPPQcWpBrbREmNg%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D204.06644%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882b44b8640ecf3b:0x587515ff1a08d73!2s348+Winston+Churchill+Blvd,+Oakville,+ON+L6J+7X2!3b1!8m2!3d43.4838408!4d-79.6287393!16s%2Fg%2F11c4xbs8nh!3m5!1s0x882b44b8640ecf3b:0x587515ff1a08d73!8m2!3d43.4838408!4d-79.6287393!16s%2Fg%2F11c4xbs8nh?entry=ttu"
on,mississauga,shared route - sharrows,shared_roadway,"https://www.google.com/maps/place/649+Indian+Rd,+Mississauga,+ON+L5H+4L8/@43.5476674,-79.605946,3a,75y,63.51h,83.42t/data=!3m7!1e1!3m5!1spyYuQv7Y3hVBYKs9-hEd5g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DpyYuQv7Y3hVBYKs9-hEd5g%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D307.5924%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882b4680695a85cd:0x47078e05b8bf67f8!2s649+Indian+Rd,+Mississauga,+ON+L5H+4L8!3b1!8m2!3d43.5479268!4d-79.6064074!16s%2Fg%2F11cspycdhb!3m5!1s0x882b4680695a85cd:0x47078e05b8bf67f8!8m2!3d43.5479268!4d-79.6064074!16s%2Fg%2F11cspycdhb?entry=ttu"
on,mississauga,off-road trail,multi_use_path,"https://www.google.com/maps/place/2653+Folkway+Dr,+Mississauga,+ON+L5L+2K5/@43.5490385,-79.6985953,3a,75y,210.93h,81.65t/data=!3m7!1e1!3m5!1sCVUo_xbYx90HNYt580ASQw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DCVUo_xbYx90HNYt580ASQw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D279.00714%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882b422c6be0f639:0x6658448295f8e6c2!2s2653+Folkway+Dr,+Mississauga,+ON+L5L+2K5!3b1!8m2!3d43.5490785!4d-79.6989459!16s%2Fg%2F11c48njb7b!3m5!1s0x882b422c6be0f639:0x6658448295f8e6c2!8m2!3d43.5490785!4d-79.6989459!16s%2Fg%2F11c48njb7b?entry=ttu"
on,mississauga,multi-use trail,multi_use_path,"https://www.google.com/maps/place/Burnhamthorpe+Rd+W,+Mississauga,+ON/@43.5580154,-79.6751306,3a,75y,2.87h,86.68t/data=!3m7!1e1!3m5!1sdsl3GMepC0XQV8ekqZptGg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Ddsl3GMepC0XQV8ekqZptGg%26cb_client%3Dsearch.gws-prod.gps%26w%3D211%26h%3D120%26yaw%3D320.10242%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882b4167264383eb:0xe505378ec0a2dfa6!2sBurnhamthorpe+Rd+W,+Mississauga,+ON!3b1!8m2!3d43.521911!4d-79.7159848!16s%2Fg%2F1vtqwr2g!3m5!1s0x882b4167264383eb:0xe505378ec0a2dfa6!8m2!3d43.521911!4d-79.7159848!16s%2Fg%2F1vtqwr2g?entry=ttu"
on,mississauga,bike lane - buffered,painted_bike_lane,"https://www.google.com/maps/place/1453+Dixie+Rd,+Mississauga,+ON+L5E+3E1/@43.592967,-79.5631756,3a,75y,125.2h,87.58t/data=!3m7!1e1!3m5!1sMzIs_7gdi36lLgQ5Ln9pLw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DMzIs_7gdi36lLgQ5Ln9pLw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D51.84132%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882b47d8e2f972a1:0x9047fec62977ba16!2s1453+Dixie+Rd,+Mississauga,+ON+L5E+3E1!3b1!8m2!3d43.5930593!4d-79.5630082!16s%2Fg%2F11c75yv6gn!3m5!1s0x882b47d8e2f972a1:0x9047fec62977ba16!8m2!3d43.5930593!4d-79.5630082!16s%2Fg%2F11c75yv6gn?entry=ttu"
on,mississauga,bike lane - single line,painted_bike_lane,"https://www.google.com/maps/place/3506+South+Millway,+Mississauga,+ON/@43.5478887,-79.6793704,3a,75y,156.74h,83.85t/data=!3m7!1e1!3m5!1sza349im5zSyjw6YJ8fc7ig!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dza349im5zSyjw6YJ8fc7ig%26cb_client%3Dsearch.gws-prod.gps%26w%3D211%26h%3D120%26yaw%3D336.86578%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m13!1m7!3m6!1s0x882b43dbe5eac29d:0xedf2142b78c92ec8!2s3506+South+Millway,+Mississauga,+ON!3b1!8m2!3d43.5479821!4d-79.6793836!3m4!1s0x882b43dbe5eac29d:0xedf2142b78c92ec8!8m2!3d43.5479821!4d-79.6793836?entry=ttu"
on,mississauga, ,not_classified,
on,moncton,shared street,shared_roadway,"https://www.google.ca/maps/@46.0878662,-64.7888992,3a,75y,72.84h,81.52t/data=!3m7!1e1!3m5!1sz6ix6ik-PPCrlUXG-mEGSw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.484191730104854%26panoid%3Dz6ix6ik-PPCrlUXG-mEGSw%26yaw%3D72.84028174218528!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
on,moncton,bike lane street,painted_bike_lane,"https://www.google.ca/maps/@46.0826441,-64.8227244,3a,75y,242.94h,73.54t/data=!3m7!1e1!3m5!1s_sSqO0DB3MHVmNu_thccYg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D16.45576374390572%26panoid%3D_sSqO0DB3MHVmNu_thccYg%26yaw%3D242.94486164191585!7i13312!8i6656?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
qc,montreal,piste cyclable en site propre,bike_path,"https://www.google.com/maps/@45.5138073,-73.5822868,3a,75y,283.43h,89.03t/data=!3m7!1e1!3m5!1s8bYRLSIhxvskCmLofJC2Tg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D8bYRLSIhxvskCmLofJC2Tg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D177.61401%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
qc,montreal,sentier polyvalent,gravel_trail,"https://www.google.com/maps/@45.5147473,-73.5859509,2a,75y,292.73h,92.57t/data=!3m7!1e1!3m5!1sbOpi0-gmxA4drlb8UfFCWg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DbOpi0-gmxA4drlb8UfFCWg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D311.57352%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?entry=ttu"
qc,montreal,piste cyclable au niveau du trottoir,cycle_track,"https://www.google.com/maps/@45.5182724,-73.567626,3a,75y,149.54h,75.99t/data=!3m6!1e1!3m4!1sHbYf2_RLJVxnwHiT13qEOQ!2e0!7i16384!8i8192?entry=ttu"
qc,montreal,piste cyclable sur rue,cycle_track,"https://www.google.com/maps/@45.522269,-73.5792527,3a,75y,279.67h,79.36t/data=!3m6!1e1!3m4!1s3WijTI10gk6hPjYu44JGKw!2e0!7i16384!8i8192?entry=ttu"
qc,montreal,bande cyclable,painted_bike_lane,"https://www.google.com/maps/@45.5280752,-73.5771354,3a,75y,328.56h,86.68t/data=!3m6!1e1!3m4!1sgB8oybLpuVRUlEr8p5umfQ!2e0!7i16384!8i8192?entry=ttu"
qc,montreal,chaussée désignée,shared_roadway,"https://www.google.com/maps/@45.5297354,-73.5720417,3a,75y,280.61h,83.35t/data=!3m6!1e1!3m4!1sdV88ZeFbvtZugRI8hMkOgQ!2e0!7i16384!8i8192?entry=ttu"
qc,montreal,inconnu,not_classified,
qc,montreal,voie partagée bus-vélo,shared_roadway,"https://www.google.com/maps/@45.5670611,-73.5594834,3a,75y,317.59h,82.28t/data=!3m6!1e1!3m4!1sa_rPucLC2G5l6yVOg7ZMRw!2e0!7i16384!8i8192?entry=ttu"
qc,montreal,vélorue,shared_roadway,"https://www.google.com/maps/@45.524336,-73.5760061,3a,75y,299.28h,75.57t/data=!3m6!1e1!3m4!1sygGHKbF17_hSGTHbud0N6Q!2e0!7i16384!8i8192?entry=ttu"
on,newmarket,street,not_classified,"https://www.google.com/maps/@44.0317864,-79.4993494,3a,75y,301.5h,82.46t/data=!3m7!1e1!3m5!1stmWojj-ZncMSnk_rCtj3nA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DtmWojj-ZncMSnk_rCtj3nA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D11.548704%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,newmarket,cycle track,cycle_track,"https://www.google.com/maps/@44.0523964,-79.4799488,3a,75y,155.6h,88.17t/data=!3m7!1e1!3m5!1sXPZCKWfRTGVclgoPQdAPHw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DXPZCKWfRTGVclgoPQdAPHw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D129.8984%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,newmarket,sharrows,major_shared_roadway,"https://www.google.com/maps/@44.0645525,-79.437459,3a,75y,78.83h,79.54t/data=!3m7!1e1!3m5!1sOhU1VcXt8GYKZ_2AHkwYxA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DOhU1VcXt8GYKZ_2AHkwYxA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D73.223656%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,newmarket,multi-use path,multi_use_path,"https://www.google.com/maps/@44.0533356,-79.4010488,3a,75y,235.34h,76.66t/data=!3m7!1e1!3m5!1s3lBoWrnBDfTwaSM-uhiYhQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D3lBoWrnBDfTwaSM-uhiYhQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D314.3172%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,newmarket,in-boulevard multi use path,multi_use_path,"https://www.google.com/maps/place/106+Upper+Canada+Rd,+Newmarket,+ON+L3Y+7M2/@44.0529087,-79.4844453,3a,75y,266.59h,86.72t/data=!3m7!1e1!3m5!1sPlYRUBt3J2fjYUnMeNMwZQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DPlYRUBt3J2fjYUnMeNMwZQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D225.72368%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m15!1m8!3m7!1s0x882ad1eef9d64415:0xa0c9a3272b1b07a8!2s106+Upper+Canada+Rd,+Newmarket,+ON+L3Y+7M2!3b1!8m2!3d44.0527724!4d-79.4846265!16s%2Fg%2F11g71_bqw2!3m5!1s0x882ad1eef9d64415:0xa0c9a3272b1b07a8!8m2!3d44.0527724!4d-79.4846265!16s%2Fg%2F11g71_bqw2?entry=ttu"
on,newmarket,conventional bike lane,painted_bike_lane,"https://www.google.com/maps/place/159+Bonshaw+Ave,+Newmarket,+ON+L3X+2X1/@44.0631988,-79.4914221,3a,75y,272.22h,64.69t/data=!3m7!1e1!3m5!1smdvfmnWwE1Npf0trcZVAEA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DmdvfmnWwE1Npf0trcZVAEA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D333.21957%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882ad1e08acecf17:0x96b9ed5affc224be!2s159+Bonshaw+Ave,+Newmarket,+ON+L3X+2X1!3b1!8m2!3d44.063333!4d-79.4915089!16s%2Fg%2F11c21zpn_b!3m5!1s0x882ad1e08acecf17:0x96b9ed5affc224be!8m2!3d44.063333!4d-79.4915089!16s%2Fg%2F11c21zpn_b?entry=ttu"
on,newmarket,advisory bike lane,painted_bike_lane,"https://www.google.com/maps/place/372+Park+Ave,+Newmarket,+ON+L3Y+1V5/@44.0528885,-79.4621751,3a,75y,93.1h,82.8t/data=!3m7!1e1!3m5!1sVGX4Tab8IetqYY2St6qXHQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DVGX4Tab8IetqYY2St6qXHQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D151.9258%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882ad21b20b4e6a1:0x13ec19d70ef186e9!2s372+Park+Ave,+Newmarket,+ON+L3Y+1V5!3b1!8m2!3d44.0527319!4d-79.4620605!16s%2Fg%2F11c4x_60hw!3m5!1s0x882ad21b20b4e6a1:0x13ec19d70ef186e9!8m2!3d44.0527319!4d-79.4620605!16s%2Fg%2F11c4x_60hw?entry=ttu"
on,newmarket,buffered bike lane,painted_bike_lane,"https://www.google.com/maps/place/865+Srigley+St,+Newmarket,+ON+L3Y+1Y2/@44.058116,-79.4400142,3a,75y,271.64h,76.65t/data=!3m7!1e1!3m5!1sTRI8vHjfzXDuoPEGPL1eKw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DTRI8vHjfzXDuoPEGPL1eKw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D340.07947%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882ad276fa04988d:0x9fad9737b17e7520!2s865+Srigley+St,+Newmarket,+ON+L3Y+1Y2!3b1!8m2!3d44.0583395!4d-79.4401273!16s%2Fg%2F11c2npql09!3m5!1s0x882ad276fa04988d:0x9fad9737b17e7520!8m2!3d44.0583395!4d-79.4401273!16s%2Fg%2F11c2npql09?entry=ttu"
on,niagara_falls,designated bike lane,painted_bike_lane,"https://www.google.ca/maps/@43.1082042,-79.0858632,3a,62.3y,-0.23h,82.94t/data=!3m7!1e1!3m5!1sL0DYp0eW8DUvm6CTpay1vg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DL0DYp0eW8DUvm6CTpay1vg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D173.00136%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
